Churn,Age,Tenure,Support Calls,Payment Delay,Total Spend
No,41.132699743218915,28.8264809185089,4.5007526342197695,12.453085800301054,560.5419556683687
Yes,42.9024038303873,35.515200209884235,6.400616534942446,22.33489653363067,519.3361427212803
